1.578402521951884685e+00 -3.778336401604950323e-01
8.003310763027481345e-01 5.959645454660444930e-01
1.910818201811550932e+00 -1.230314149656078770e-01
-6.725927724800455643e-01 7.755163615617117756e-01
-7.033132222964261215e-01 6.449836688016111763e-01
-1.115009236623765165e-01 9.550752322033106978e-01
1.460583819568251895e+00 -3.571150285386104906e-01
-1.004254948454928575e+00 1.247725331579238595e-01
-3.652756256056244322e-01 9.264864165494571813e-01
1.809523164947441476e+00 -1.248265642234520495e-01
2.022700988626869645e+00 2.173655333197240247e-01
9.441006951399913971e-01 4.923292455495722475e-01
1.589154118988729048e+00 -3.050582766625264952e-01
-8.925852370259695912e-01 5.504164272326868002e-01
1.002417143814873235e+00 7.670170821277781659e-02
1.126734124429437378e-01 1.518245530618493599e-01
3.372823080800365636e-01 -3.158457182196990343e-01
1.078846605412737913e+00 -3.769922323221200355e-01
1.527897941818988192e+00 -4.275039741047093056e-01
1.693389257847622842e+00 -2.360423633792714526e-01
1.580497444836558019e-01 -1.169175723711533554e-01
1.027896447116733558e+00 -5.169272075220938678e-01
9.436330599412613429e-01 2.996099171410350204e-01
2.973559484540486131e-02 1.116361790441919299e-01
1.951707729371006783e+00 9.429514890798590399e-02
1.017169184211753841e+00 1.033430270477052326e-01
9.200715434402235715e-01 4.182946095996018521e-01
1.843392676424101317e+00 -7.363998054455020426e-03
1.879925867780485038e-01 9.545755409096696731e-01
1.586258489145472295e+00 -2.814761823417386011e-01
1.898415127175148709e-01 9.832735854481519100e-01
1.431082745819859392e+00 -4.201403430189585286e-01
2.036250046117711598e-02 5.647487994996862604e-01
9.050390571821012031e-01 3.021191843862100490e-01
1.621835389077477041e+00 -2.339390285950610215e-01
-8.652688603965310588e-01 3.335233297338177638e-01
8.959803913681011478e-01 -4.787895957948498649e-01
1.660558294274589120e+00 -2.863399907295981484e-01
6.978406237976276794e-01 8.237036803807176177e-01
2.925588594946556542e-01 9.818806028945100683e-01
9.547560901781300402e-02 1.329001463841087416e-01
-7.528074836665040737e-01 8.172020026665839376e-01
-5.492978737975414694e-01 7.745302964213149899e-01
1.143621447470545061e+00 -4.651623241307273893e-01
7.913719407158428254e-01 6.415329443432257195e-01
1.323692047441339836e+00 -3.723658587785957930e-01
9.463684524976352375e-01 2.833018844139662540e-01
5.638337470598140388e-01 7.549037750069381714e-01
8.956095313041914086e-01 3.565241866511671409e-01
2.395033312043056972e-01 -1.409854584685565626e-01
-4.982256266028141645e-01 8.240047828342178526e-01
1.887368712266882520e+00 8.197734918493815304e-02
6.442535889431643126e-01 -3.926469008946548156e-01
2.426260310983843205e-01 8.971816006174472280e-01
1.964202026050297922e+00 3.431293018797686445e-01
1.837929742884406137e+00 -5.047756006138091195e-02
8.820791885956880130e-01 4.316177603979117205e-01
1.666142941423597534e+00 -2.055291572522740251e-01
-1.017963557451296186e+00 4.401468366047516789e-01
2.037648651909499953e-01 1.043881621689285222e+00
1.078336419749670316e+00 -5.794241402400077678e-01
-2.554689857359568883e-01 9.763586554769635439e-01
-9.479811688956450988e-01 1.221541205430394378e-01
4.168141320891656787e-01 -2.711570237868486943e-01
2.167096711351655103e-01 2.823400920627510552e-02
1.675635286583185168e+00 -2.551912851414608885e-01
-4.516713183168045154e-01 9.204391527825122044e-01
6.449985329570780968e-01 -4.148992749210498876e-01
-5.079356343958209008e-01 8.377868933866186030e-01
-8.664317807433832286e-01 2.693818015581145864e-01
-3.755336069279806011e-01 9.278252446328603131e-01
1.947016411785873924e+00 4.251395646104619286e-01
-5.562282135548586304e-01 7.967996955482921084e-01
8.711500699290052330e-01 5.120788145655892354e-01
1.746889332993613486e+00 -1.608373115228449446e-01
-6.539387710855253388e-01 6.294255384936628950e-01
-8.252371479856559500e-01 6.242283955478042934e-01
3.493995931967300850e-01 -2.173809139101743892e-01
3.519480641857313796e-01 9.488573719028319253e-01
-3.668150664146420659e-01 8.688128915010816522e-01
3.980306125938117834e-01 8.854815586563207219e-01
-3.391868996173535988e-01 9.218074323960302463e-01
9.987122040680942447e-01 -4.904047744014999322e-01
1.820824776401814837e+00 -2.346311856646798866e-02
3.211520506916581974e-01 -3.401131355488905550e-01
3.520652973663511154e-01 -3.058766529085168440e-01
2.006593251083680918e-01 5.456089257896534761e-02
1.788160559261430027e+00 -6.140801880707849603e-02
-1.819017770495143238e-02 1.451902140504197081e-01
-9.261861199386729471e-01 1.350445005082605565e-01
1.252927176321389641e-02 3.187573725863512841e-01
